"","UBIGEO","REGION","PROVINCIA","DISTRITO","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+","TD_0_14","TD_60_MAS","TD_15_59","TDD_0_14","TDD_15_64","TDD_65_MAS","TDD_PER","TDD_JOVE","TDD_VEJEZ","TASA_BONO","BONO","IND_ENVEJ","RA_POTENCIAL","RA_PADRES","cluster","cluster_nombre"
"1098","120402","JUNÍN","JAUJA","ACOLLA",419,441,458,530,478,426,385,393,355,287,349,297,266,245,186,141,103,93,1318,1034,3500,1318,3766,768,55.3903345724907,34.9973446627722,20.3929899097185,64.3540669856459,1,78.4522003034901,4.90364583333333,21.4912280701754,3,"Bono demográfico activo"
"1099","120403","JUNÍN","JAUJA","APATA",370,388,354,417,346,387,287,270,248,238,234,203,172,145,136,116,79,57,1112,705,2630,1112,2802,533,58.7080656673804,39.6859386152748,19.0221270521056,63.0087699572746,1,63.3992805755396,5.25703564727955,22.3316912972085,3,"Bono demográfico activo"
"1100","120404","JUNÍN","JAUJA","ATAURA",76,103,91,94,80,104,104,112,103,77,70,88,63,48,34,37,23,23,270,228,832,270,895,165,48.6033519553073,30.1675977653631,18.4357541899441,67.2932330827068,1,84.4444444444444,5.42424242424242,20.8144796380091,5,"Alta Depedencia por juventud"
"1101","120405","JUNÍN","JAUJA","CANCHAYLLO",107,155,116,136,111,119,126,125,95,68,81,78,58,58,34,27,16,16,378,209,939,378,997,151,53.0591775325978,37.913741223671,15.1454363089268,65.3342070773263,1,55.2910052910053,6.60264900662252,14.7465437788018,3,"Bono demográfico activo"
"1102","120406","JUNÍN","JAUJA","CURICACA",105,114,120,125,97,107,103,84,65,59,69,58,37,41,29,21,15,14,339,157,767,339,804,120,57.089552238806,42.1641791044776,14.9253731343284,63.6579572446556,1,46.3126843657817,6.7,17.6829268292683,3,"Bono demográfico activo"
"1103","120407","JUNÍN","JAUJA","EL MANTARO",175,201,200,218,211,206,198,196,159,131,139,131,127,100,79,49,40,41,576,436,1589,576,1716,309,51.5734265734266,33.5664335664336,18.006993006993,65.9746251441753,1,75.6944444444444,5.55339805825243,20.4030226700252,3,"Bono demográfico activo"
"1104","120408","JUNÍN","JAUJA","HUAMALI",109,110,103,108,95,108,99,94,82,88,90,77,69,57,64,38,23,16,322,267,841,322,910,198,57.1428571428571,35.3846153846154,21.7582417582418,63.6363636363636,1,82.9192546583851,4.5959595959596,16.5254237288136,3,"Bono demográfico activo"
"1105","120409","JUNÍN","JAUJA","HUARIPAMPA",93,85,56,79,67,74,63,70,72,60,62,69,64,50,53,33,26,20,234,246,616,234,680,182,61.1764705882353,34.4117647058824,26.7647058823529,62.043795620438,1,105.128205128205,3.73626373626374,23.5897435897436,2,"Alta Dependencia por envejecimiento"
"1106","120410","JUNÍN","JAUJA","HUERTAS",152,181,153,164,139,166,187,162,157,123,114,116,91,84,68,62,32,29,486,366,1328,486,1419,275,53.6293164200141,34.2494714587738,19.3798449612403,65.0917431192661,1,75.3086419753086,5.16,19.0031152647975,3,"Bono demográfico activo"
"1107","120411","JUNÍN","JAUJA","JANJAILLO",19,31,47,53,39,30,29,34,36,23,29,17,22,30,31,16,15,11,97,125,290,97,312,103,64.1025641025641,31.0897435897436,33.0128205128205,60.9375,1,128.865979381443,3.02912621359223,38.2352941176471,2,"Alta Dependencia por envejecimiento"
"1108","120412","JUNÍN","JAUJA","JULCÁN",49,63,56,52,65,57,56,59,47,49,54,57,40,47,34,21,23,14,168,179,496,168,536,139,57.2761194029851,31.3432835820896,25.9328358208955,63.582443653618,1,106.547619047619,3.85611510791367,24.5033112582781,3,"Bono demográfico activo"
"1109","120413","JUNÍN","JAUJA","LEONOR ORDÓÑEZ",101,95,83,104,118,114,105,98,99,74,98,86,77,73,42,35,23,36,279,286,896,279,973,209,50.1541623843782,28.6742034943474,21.4799588900308,66.5982203969884,1,102.508960573477,4.6555023923445,22.6053639846743,5,"Alta Depedencia por juventud"
"1110","120414","JUNÍN","JAUJA","LLOCLLAPAMPA",84,73,73,76,69,85,94,83,78,61,77,57,63,54,40,41,23,14,230,235,680,230,743,172,54.1049798115747,30.9555854643338,23.1493943472409,64.8908296943231,1,102.173913043478,4.31976744186047,18.7817258883249,3,"Bono demográfico activo"
"1111","120415","JUNÍN","JAUJA","MARCO",85,91,89,104,94,98,81,77,88,78,85,72,71,56,53,62,37,31,265,310,777,265,848,239,59.4339622641509,31.25,28.1839622641509,62.7218934911243,1,116.981132075472,3.54811715481172,29.8245614035088,2,"Alta Dependencia por envejecimiento"
"1112","120416","JUNÍN","JAUJA","MASMA",121,131,128,131,97,124,107,108,107,87,81,74,71,62,47,40,36,24,380,280,916,380,987,209,59.6757852077001,38.500506585613,21.1752786220871,62.6269035532995,1,73.6842105263158,4.72248803827751,26.5486725663717,3,"Bono demográfico activo"
"1113","120417","JUNÍN","JAUJA","MASMA CHICCHE",68,52,60,46,54,59,47,39,44,32,40,37,29,25,19,19,12,6,180,110,398,180,427,81,61.1241217798595,42.1545667447307,18.9695550351288,62.0639534883721,1,61.1111111111111,5.27160493827161,16.9811320754717,1,"Depedencia juvenil moderada"
"1114","120418","JUNÍN","JAUJA","MOLINOS",137,145,149,142,157,154,129,103,101,91,108,85,87,64,58,40,25,21,431,295,1070,431,1157,208,55.2290406222991,37.2515125324114,17.9775280898876,64.4209354120267,1,68.4454756380511,5.5625,16.4285714285714,3,"Bono demográfico activo"
"1115","120419","JUNÍN","JAUJA","MONOBAMBA",128,173,138,147,129,137,136,141,132,102,98,115,101,68,66,45,25,24,439,329,1137,439,1238,228,53.8772213247173,35.4604200323102,18.4168012924071,64.98687664042,1,74.9430523917995,5.42982456140351,15.6050955414013,3,"Bono demográfico activo"
"1116","120420","JUNÍN","JAUJA","MUQUI",74,70,71,67,65,62,70,70,64,62,56,48,54,51,34,26,17,34,215,216,564,215,618,162,61.0032362459547,34.789644012945,26.2135922330097,62.1105527638191,1,100.46511627907,3.81481481481481,32.2784810126582,3,"Bono demográfico activo"
"1117","120421","JUNÍN","JAUJA","MUQUIYAUYO",167,180,164,190,158,163,156,142,113,126,114,112,97,83,77,70,37,54,511,418,1274,511,1371,321,60.6856309263311,37.272064186725,23.4135667396061,62.2333182024512,1,81.8003913894325,4.27102803738318,28.1733746130031,3,"Bono demográfico activo"
"1118","120422","JUNÍN","JAUJA","PACA",63,45,55,57,53,58,45,52,49,39,44,55,35,43,35,24,28,25,163,190,452,163,487,155,65.2977412731006,33.4702258726899,31.8275154004107,60.4968944099379,1,116.564417177914,3.14193548387097,39.5522388059701,2,"Alta Dependencia por envejecimiento"
"1119","120423","JUNÍN","JAUJA","PACCHA",103,84,94,123,103,95,100,103,76,70,78,75,59,60,43,35,19,11,281,227,823,281,882,168,50.9070294784581,31.859410430839,19.047619047619,66.2659654395192,1,80.7829181494662,5.25,14.1509433962264,3,"Bono demográfico activo"
"1120","120424","JUNÍN","JAUJA","PANCAN",125,96,101,90,88,106,94,91,84,69,73,64,61,62,42,29,17,20,322,231,759,322,820,170,60,39.2682926829268,20.7317073170732,62.5,1,71.7391304347826,4.82352941176471,18.6868686868687,3,"Bono demográfico activo"
"1121","120425","JUNÍN","JAUJA","PARCO",61,65,64,80,69,67,68,59,72,49,47,65,54,54,36,22,20,24,190,210,576,190,630,156,54.9206349206349,30.1587301587302,24.7619047619048,64.5491803278689,1,110.526315789474,4.03846153846154,26.5060240963855,3,"Bono demográfico activo"
"1122","120426","JUNÍN","JAUJA","POMACANCHA",124,107,115,147,126,86,64,79,57,67,75,61,55,59,39,27,24,12,346,216,762,346,817,161,62.0563035495716,42.3500611995104,19.7062423500612,61.7069486404834,1,62.4277456647399,5.07453416149068,18.848167539267,1,"Depedencia juvenil moderada"
"1123","120427","JUNÍN","JAUJA","RICRAN",99,98,123,151,107,75,75,82,77,80,84,64,65,62,55,49,22,13,320,266,795,320,860,201,60.5813953488372,37.2093023255814,23.3720930232558,62.2737146994931,1,83.125,4.27860696517413,16.4319248826291,3,"Bono demográfico activo"
"1124","120428","JUNÍN","JAUJA","SAN LORENZO",223,232,280,257,218,189,190,204,202,151,147,100,118,80,72,57,27,24,735,378,1658,735,1776,260,56.0247747747748,41.3851351351351,14.6396396396396,64.0923854204258,1,51.4285714285714,6.83076923076923,13.972602739726,3,"Bono demográfico activo"
"1125","120429","JUNÍN","JAUJA","SAN PEDRO DE CHUNAN",30,43,42,49,40,47,46,55,46,42,53,40,34,35,29,22,20,20,115,160,418,115,452,126,53.3185840707965,25.4424778761062,27.8761061946903,65.2236652236652,1,139.130434782609,3.58730158730159,31.496062992126,5,"Alta Depedencia por juventud"
"1126","120430","JUNÍN","JAUJA","SAUSA",218,289,298,313,243,244,248,272,220,161,179,126,121,116,76,59,30,40,805,442,2006,805,2127,321,52.9384109073813,37.846732487071,15.0916784203103,65.3857977251768,1,54.9068322981366,6.62616822429907,16.4319248826291,3,"Bono demográfico activo"
"1127","120431","JUNÍN","JAUJA","SINCOS",307,317,340,368,321,305,212,223,235,209,202,177,146,154,112,80,58,45,964,595,2252,964,2398,449,58.9241034195163,40.2001668056714,18.7239366138449,62.9231172920493,1,61.7219917012448,5.34075723830735,19.6190476190476,3,"Bono demográfico activo"
"1128","120432","JUNÍN","JAUJA","TUNAN MARCA",53,67,66,75,57,64,57,57,51,49,55,47,43,42,44,33,17,15,186,194,512,186,555,151,60.7207207207207,33.5135135135135,27.2072072072072,62.219730941704,1,104.301075268817,3.67549668874172,22.0689655172414,2,"Alta Dependencia por envejecimiento"
"1129","120433","JUNÍN","JAUJA","YAULI",75,74,89,70,65,86,71,60,57,53,63,47,48,47,39,40,21,25,238,220,572,238,620,172,66.1290322580645,38.3870967741935,27.741935483871,60.1941747572816,1,92.436974789916,3.6046511627907,29.1139240506329,2,"Alta Dependencia por envejecimiento"
"1130","120434","JUNÍN","JAUJA","YAUYOS",627,882,837,821,803,770,775,783,673,604,472,454,394,349,275,197,102,108,2346,1425,6155,2346,6549,1031,51.5651244464804,35.822262940907,15.7428615055734,65.9782389683659,1,60.7416879795396,6.35208535402522,15.9090909090909,3,"Bono demográfico activo"
"1131","120501","JUNÍN","JUNÍN","JUNIN",680,889,870,874,809,724,713,729,653,557,563,538,440,372,257,212,153,124,2439,1558,6160,2439,6600,1118,53.8939393939394,36.9545454545455,16.9393939393939,64.9798168750615,1,63.8786387863879,5.90339892665474,17.975340687865,3,"Bono demográfico activo"
"1132","120502","JUNÍN","JUNÍN","CARHUAMAYO",495,693,711,666,501,389,313,297,285,283,279,258,255,211,194,146,89,62,1899,957,3271,1899,3526,702,73.7663074305162,53.8570618264322,19.9092456040839,57.5485555736902,1,50.3949447077409,5.02279202279202,19.0656565656566,1,"Depedencia juvenil moderada"
"1133","120503","JUNÍN","JUNÍN","ONDORES",61,70,58,58,46,48,63,60,43,50,63,67,56,52,42,29,21,22,189,222,498,189,554,166,64.0794223826715,34.115523465704,29.9638989169675,60.9460946094609,1,117.460317460317,3.33734939759036,23.1182795698925,2,"Alta Dependencia por envejecimiento"
"1134","120504","JUNÍN","JUNÍN","ULCUMAYO",390,341,292,270,217,209,180,184,191,159,197,179,173,148,114,86,51,46,1023,618,1786,1023,1959,445,74.9361919346605,52.2205206738132,22.7156712608474,57.16370002918,1,60.4105571847507,4.40224719101124,17.6684881602914,1,"Depedencia juvenil moderada"
"1135","120601","JUNÍN","SATIPO","SATIPO",3665,4655,4617,4431,3829,3668,3727,3483,2824,2331,2106,1840,1500,1111,718,470,218,173,12937,4190,28239,12937,29739,2690,52.5471602945627,43.5017989844985,9.04536131006423,65.5534982145219,1,32.3877251294736,11.0553903345725,7.17958134410577,3,"Bono demográfico activo"
"1136","120602","JUNÍN","SATIPO","COVIRIALI",354,543,579,566,553,524,556,516,463,343,306,296,263,179,154,98,65,51,1476,810,4123,1476,4386,547,46.1240310077519,33.6525307797538,12.4715002279982,68.4350132625995,1,54.8780487804878,8.018281535649,13.4104046242775,3,"Bono demográfico activo"
"1137","120603","JUNÍN","SATIPO","LLAYLLA",387,655,796,834,702,657,608,618,588,416,332,283,224,192,132,80,44,38,1838,710,5038,1838,5262,486,44.1657164576207,34.9296845305967,9.23603192702394,69.3646190350646,1,38.6289445048966,10.8271604938272,9.77353992848629,3,"Bono demográfico activo"
"1138","120604","JUNÍN","SATIPO","MAZAMARI",2557,4592,4952,4676,3795,3629,3368,3336,2733,2184,1957,1606,1286,971,670,429,242,156,12101,3754,27284,12101,28570,2468,50.9940497024851,42.355617780889,8.63843192159608,66.2277753309071,1,31.0222295678043,11.5761750405186,8.20787791297175,3,"Bono demográfico activo"
"1139","120605","JUNÍN","SATIPO","PAMPA HERMOSA",349,463,443,463,410,405,360,352,305,250,222,159,131,106,86,52,32,15,1255,422,2926,1255,3057,291,50.5724566568531,41.0533202486098,9.51913640824337,66.4132087768846,1,33.6254980079681,10.5051546391753,9.1796875,3,"Bono demográfico activo"
"1140","120606","JUNÍN","SATIPO","PANGOA",7981,8251,8035,7354,5669,4959,4683,4902,3942,3112,2447,2045,1561,1128,706,452,215,147,24267,4209,39113,24267,40674,2648,66.1724934847814,59.6621920637262,6.51030142105522,60.1784314015594,1,17.3445419705773,15.3602719033233,5.98050553444573,1,"Depedencia juvenil moderada"
"1141","120607","JUNÍN","SATIPO","RÍO NEGRO",2360,3445,3810,3737,2930,2725,2819,2772,2183,1754,1465,1203,941,675,535,356,163,142,9615,2812,21588,9615,22529,1871,50.9831772382263,42.6783257135248,8.3048515247015,66.2325444656769,1,29.2459698387935,12.0411544628541,8.4510944860072,3,"Bono demográfico activo"
"1142","120608","JUNÍN","SATIPO","RÍO TAMBO",5341,4162,3271,3101,2195,1701,1554,1698,1209,1020,814,690,572,368,245,120,57,37,12774,1399,13982,12774,14554,827,93.4519719664697,87.7696853098804,5.68228665658925,51.6924169774463,0,10.9519336151558,17.5985489721886,4.52793834296724,4,"Transición al envejecimiento"
"1143","120609","JUNÍN","SATIPO","VIZCATÁN DEL ENE",615,759,537,395,396,655,669,649,496,333,290,195,95,69,27,11,14,4,1911,220,4078,1911,4173,125,48.7898394440451,45.7943925233645,2.99544692068057,67.2088903205025,1,11.5122972265829,33.384,3.10344827586207,3,"Bono demográfico activo"
"1144","120701","JUNÍN","TARMA","TARMA",3252,4238,4093,3996,3329,3308,3485,3375,3164,2847,2698,2469,2067,1730,1398,956,564,511,11583,7226,28671,11583,30738,5159,54.4667837855423,37.6829982432169,16.7837855423255,64.7388374052233,1,62.3845290511957,5.95813142081799,14.8603815316561,3,"Bono demográfico activo"
"1145","120702","JUNÍN","TARMA","ACOBAMBA",645,700,698,695,546,559,559,621,575,496,492,433,404,384,316,235,157,135,2043,1631,4976,2043,5380,1227,60.7806691449814,37.9739776951673,22.8066914498141,62.1965317919075,1,79.8335780714635,4.38467807660962,21.9714070729872,3,"Bono demográfico activo"
"1146","120703","JUNÍN","TARMA","HUARICOLCA",135,107,109,133,112,98,90,102,84,69,75,68,57,61,57,30,19,22,351,246,831,351,888,189,60.8108108108108,39.527027027027,21.2837837837838,62.1848739495798,1,70.0854700854701,4.6984126984127,20.5,3,"Bono demográfico activo"
"1147","120704","JUNÍN","TARMA","HUASAHUASI",805,666,627,719,561,514,521,525,503,424,424,364,316,288,223,159,103,105,2098,1194,4555,2098,4871,878,61.0962841305687,43.0712379388216,18.0250461917471,62.0746782209762,1,56.9113441372736,5.54783599088838,18.8405797101449,1,"Depedencia juvenil moderada"
"1148","120705","JUNÍN","TARMA","LA UNIÓN",270,283,310,337,275,249,280,256,224,191,194,173,134,149,108,89,52,48,863,580,2179,863,2313,446,56.5931690445309,37.3108517077389,19.282317336792,63.8597459966869,1,67.20741599073,5.18609865470852,19.9600798403194,3,"Bono demográfico activo"
"1149","120706","JUNÍN","TARMA","PALCA",534,480,468,503,420,381,376,351,333,265,263,240,187,175,131,93,62,53,1482,701,3132,1482,3319,514,60.1385959626394,44.6520036155469,15.4865923470925,62.4459078080903,1,47.3009446693657,6.45719844357977,16.6666666666667,1,"Depedencia juvenil moderada"
"1150","120707","JUNÍN","TARMA","PALCAMAYO",241,202,200,202,156,152,162,159,148,161,159,158,140,107,119,75,52,40,643,533,1457,643,1597,393,64.8716343143394,40.2629931120852,24.6086412022542,60.6532472464869,1,82.8926905132193,4.06361323155216,20.1312910284464,1,"Depedencia juvenil moderada"
"1151","120708","JUNÍN","TARMA","SAN PEDRO DE CAJAS",168,174,184,194,145,181,152,160,169,165,164,184,145,147,123,107,65,56,526,643,1514,526,1659,498,61.7239300783605,31.7058468957203,30.0180831826401,61.833768169959,1,122.243346007605,3.33132530120482,24.5436105476673,2,"Alta Dependencia por envejecimiento"
"1152","120709","JUNÍN","TARMA","TAPO",389,350,354,353,279,250,250,220,203,167,193,168,145,130,108,87,49,40,1093,559,2083,1093,2228,414,67.6391382405745,49.0574506283662,18.5816876122083,59.6519410977242,1,51.1436413540714,5.38164251207729,17.5889328063241,1,"Depedencia juvenil moderada"
"1153","120801","JUNÍN","YAULI","LA OROYA",717,1077,1054,1036,859,862,833,835,805,799,819,676,576,440,303,188,109,82,2848,1698,7524,2848,8100,1122,49.0123456790123,35.1604938271605,13.8518518518519,67.1085335542668,1,59.6207865168539,7.2192513368984,9.2225977788508,3,"Bono demográfico activo"
"1154","120802","JUNÍN","YAULI","CHACAPALPA",44,28,30,31,29,40,40,46,33,31,35,34,26,23,13,8,12,7,102,89,319,102,345,63,47.8260869565217,29.5652173913043,18.2608695652174,67.6470588235294,1,87.2549019607843,5.47619047619048,20,5,"Alta Depedencia por juventud"
"1155","120803","JUNÍN","YAULI","HUAY-HUAY",111,167,208,198,239,189,197,188,157,154,121,72,65,37,44,38,31,8,486,223,1515,486,1580,158,40.7594936708861,30.7594936708861,10,71.0431654676259,1,45.8847736625514,10,15.1162790697674,5,"Alta Depedencia por juventud"
"1156","120804","JUNÍN","YAULI","MARCAPOMACOCHA",74,57,46,34,32,51,66,56,61,49,34,29,23,22,14,12,5,4,177,80,412,177,435,57,53.7931034482759,40.6896551724138,13.1034482758621,65.0224215246637,1,45.1977401129944,7.63157894736842,10.4651162790698,3,"Bono demográfico activo"
"1157","120805","JUNÍN","YAULI","MOROCOCHA",175,431,467,524,416,491,449,476,444,379,292,186,126,73,41,10,19,4,1073,273,3657,1073,3783,147,32.2495374041766,28.3637324874438,3.88580491673275,75.6146312212672,1,25.4426840633737,25.734693877551,3.80794701986755,5,"Alta Depedencia por juventud"
"1158","120806","JUNÍN","YAULI","PACCHA",98,110,130,106,85,108,115,127,116,90,89,72,70,50,29,26,18,14,338,207,908,338,978,137,48.5685071574642,34.560327198364,14.0081799591002,67.3090158293187,1,61.2426035502959,7.13868613138686,13.8528138528139,3,"Bono demográfico activo"
"1159","120807","JUNÍN","YAULI","SANTA BÁRBARA DE CARHUACAYAN",56,47,55,53,54,50,55,50,56,47,38,45,51,37,26,19,14,7,158,154,448,158,499,103,52.3046092184369,31.6633266533066,20.6412825651303,65.6578947368421,1,97.4683544303797,4.84466019417476,15.6716417910448,3,"Bono demográfico activo"
"1160","120808","JUNÍN","YAULI","SANTA ROSA DE SACCO",458,671,583,690,477,526,537,588,576,536,498,414,376,287,204,133,92,53,1712,1145,4842,1712,5218,769,47.5469528555002,32.8095055576849,14.7374472978153,67.7750357189245,1,66.8808411214953,6.78543563068921,11.2577639751553,3,"Bono demográfico activo"
"1161","120809","JUNÍN","YAULI","SUITUCANCHA",97,72,66,57,48,51,55,49,38,24,26,25,19,18,9,9,4,7,235,66,373,235,392,47,71.9387755102041,59.9489795918367,11.9897959183673,58.160237388724,1,28.0851063829787,8.34042553191489,15.7142857142857,1,"Depedencia juvenil moderada"
"1162","120810","JUNÍN","YAULI","YAULI",169,460,449,432,383,482,518,483,425,303,304,206,178,112,77,45,21,24,1078,457,3536,1078,3714,279,36.5374259558428,29.025309639203,7.51211631663974,73.2399921120095,1,42.3933209647495,13.3118279569892,6.54069767441861,5,"Alta Depedencia por juventud"
"1163","120901","JUNÍN","CHUPACA","CHUPACA",2422,2619,2379,2417,2107,2259,2328,2238,1813,1531,1363,1114,960,749,641,458,252,251,7420,3311,17170,7420,18130,2351,53.8940981798125,40.9266409266409,12.9674572531715,64.9797498297552,1,44.622641509434,7.71161207996597,14.6348559790515,3,"Bono demográfico activo"
"1164","120902","JUNÍN","CHUPACA","AHUAC",531,607,559,617,498,558,562,573,438,386,394,383,346,293,260,185,125,105,1697,1314,4409,1697,4755,968,56.0462670872765,35.6887486855941,20.3575184016824,64.0835579514825,1,77.4307601649971,4.91219008264463,20.4808548530721,3,"Bono demográfico activo"
"1165","120903","JUNÍN","CHUPACA","CHONGOS BAJO",321,356,343,426,364,417,412,344,287,276,237,250,201,222,185,131,79,83,1020,901,3013,1020,3214,700,53.5158680771624,31.7361543248289,21.7797137523335,65.1398459667612,1,88.3333333333333,4.59142857142857,23.546511627907,3,"Bono demográfico activo"
"1166","120904","JUNÍN","CHUPACA","HUACHAC",224,213,200,239,214,246,251,227,187,173,156,160,124,135,122,102,67,58,637,608,1853,637,1977,484,56.7020738492666,32.2205361659079,24.4815376833586,63.8153647514525,1,95.447409733124,4.08471074380165,28.4090909090909,3,"Bono demográfico activo"
"1167","120905","JUNÍN","CHUPACA","HUAMANCACA CHICO",599,975,1038,1002,843,1057,1112,1136,886,737,712,556,471,383,344,222,112,143,2612,1675,8041,2612,8512,1204,44.8308270676692,30.6860902255639,14.1447368421053,69.0460739779364,1,64.1271056661562,7.06976744186047,14.6635997699827,5,"Alta Depedencia por juventud"
"1168","120906","JUNÍN","CHUPACA","SAN JUAN DE ISCOS",169,189,177,205,148,201,178,177,147,141,116,131,122,109,105,75,52,39,535,502,1444,535,1566,380,58.4291187739464,34.1634738186462,24.2656449553001,63.1197097944377,1,93.8317757009346,4.12105263157895,24.6612466124661,3,"Bono demográfico activo"
"1169","120907","JUNÍN","CHUPACA","SAN JUAN DE JARPA",157,193,223,266,249,210,186,204,195,147,152,131,128,124,83,66,49,42,573,492,1740,573,1868,364,50.1605995717345,30.6745182012848,19.4860813704497,66.5953654188948,1,85.8638743455497,5.13186813186813,22.1411192214112,3,"Bono demográfico activo"
"1170","120908","JUNÍN","CHUPACA","TRES DE DICIEMBRE",286,261,225,245,189,224,255,276,227,222,165,169,115,93,108,80,54,52,772,502,1972,772,2087,387,55.5342597029229,36.9908960229995,18.5433636799233,64.294516327788,1,65.0259067357513,5.39276485788114,23.6080178173719,3,"Bono demográfico activo"
"1171","120909","JUNÍN","CHUPACA","YANACANCHA",168,233,251,297,255,209,202,205,200,168,142,119,115,93,68,68,37,18,652,399,1797,652,1912,284,48.9539748953975,34.1004184100418,14.8535564853556,67.1348314606742,1,61.1963190184049,6.73239436619718,14.6276595744681,3,"Bono demográfico activo"
"1172","130101","LA LIBERTAD","TRUJILLO","TRUJILLO",19346,26717,22568,21997,20697,26079,29437,29140,29193,25457,20907,21016,18839,15721,13266,9410,5800,5643,68631,68679,223923,68631,242762,49840,48.801295095608,28.2708990698709,20.5303960257371,67.2037161610373,1,100.069939240285,4.87082664526485,18.8324939929561,5,"Alta Depedencia por juventud"
"1173","130102","LA LIBERTAD","TRUJILLO","EL PORVENIR",9338,14804,12935,12454,11024,13015,13257,12651,11373,9728,7838,6931,5454,4307,3197,2086,1325,1215,37077,17584,98271,37077,103725,12130,47.4398650277175,35.7454808387563,11.6943841889612,67.8242617633981,1,47.4256277476603,8.55111294311624,12.5599564851901,3,"Bono demográfico activo"
"1174","130103","LA LIBERTAD","TRUJILLO","FLORENCIA DE MORA",5090,5643,4791,4454,4011,5262,5035,5370,4668,4217,3514,2893,2187,1777,1436,1007,624,495,15524,7526,39424,15524,41611,5339,50.1381846146452,37.3074427435053,12.8307418711398,66.6053078080482,1,48.4797732543159,7.79378160704252,13.0207121247382,3,"Bono demográfico activo"
"1175","130104","LA LIBERTAD","TRUJILLO","HUANCHACO",6694,9315,8229,8268,7308,8884,8691,8271,7638,6179,4893,4264,3528,2595,2020,1275,811,683,24238,10912,64396,24238,67924,7384,46.5549732053472,35.6839997644426,10.8709734409045,68.233781367408,1,45.0202161894546,9.1988082340195,11.7776901852582,3,"Bono demográfico activo"
"1176","130105","LA LIBERTAD","TRUJILLO","LA ESPERANZA",13912,20674,18018,16979,15500,20258,20564,20002,17924,15238,12685,12147,10081,7835,6017,3963,2320,1963,52604,32179,151297,52604,161378,22098,46.2900767142981,32.596760401046,13.6933163132521,68.357336496103,1,61.1721542088054,7.30283283555073,12.2676366969324,5,"Alta Depedencia por juventud"
"1177","130106","LA LIBERTAD","TRUJILLO","LAREDO",3114,4607,4383,4114,3810,4517,4719,4992,4412,3685,3183,3327,2947,2315,1712,1169,804,698,12104,9645,36759,12104,39706,6698,47.353044879867,30.4840578250138,16.8689870548532,67.8642236959048,1,79.6844018506279,5.92803822036429,15.8824151422227,5,"Alta Depedencia por juventud"
"1178","130107","LA LIBERTAD","TRUJILLO","MOCHE",3356,4028,3239,3084,2719,3541,3541,3653,3396,2721,2181,2094,1723,1278,1060,690,422,406,10623,5579,26930,10623,28653,3856,50.532230481974,37.0746518689143,13.4575786130597,66.4309561346564,1,52.5181210580815,7.43075726141079,13.8046015338446,3,"Bono demográfico activo"
"1179","130108","LA LIBERTAD","TRUJILLO","POROTO",297,439,418,445,355,409,440,446,445,392,342,286,224,224,155,103,92,87,1154,885,3560,1154,3784,661,47.9651162790698,30.4968287526427,17.4682875264271,67.5834970530452,1,76.6897746967071,5.72465960665658,21.0093896713615,5,"Alta Depedencia por juventud"
"1180","130109","LA LIBERTAD","TRUJILLO","SALAVERRY",1953,2558,2255,2396,2081,2593,2473,2500,2244,1863,1515,1332,1184,838,738,513,339,223,6766,3835,18997,6766,20181,2651,46.6627025419949,33.5265844110797,13.1361181309152,68.1836610581796,1,56.6804611291753,7.61259901923802,13.9419498883652,3,"Bono demográfico activo"
"1181","130110","LA LIBERTAD","TRUJILLO","SIMBAL",384,506,468,448,414,524,501,564,484,430,410,356,305,331,201,145,121,122,1358,1225,4131,1358,4436,920,51.3525698827773,30.6131650135257,20.7394048692516,66.0708966338993,1,90.2061855670103,4.82173913043478,22.6890756302521,3,"Bono demográfico activo"
"1182","130111","LA LIBERTAD","TRUJILLO","VICTOR LARCO HERRERA",4404,6828,5746,6065,5301,6497,6974,6899,7097,6241,5113,4683,4172,3504,2894,1950,1167,975,16978,14662,54870,16978,59042,10490,46.5228142678094,28.7558009552522,17.7670133125572,68.2487573690903,1,86.3588172929674,5.62840800762631,15.3350515463918,5,"Alta Depedencia por juventud"
"1183","130112","LA LIBERTAD","TRUJILLO","ALTO TRUJILLO",5214,8258,7230,6958,6161,7271,7409,7069,6355,5437,4381,3874,3048,2407,1788,1165,740,679,20702,9827,54915,20702,57963,6779,47.411279609406,35.7158877214775,11.6953918879285,67.8374139787463,1,47.4688435899913,8.55037616167576,12.5541891533221,3,"Bono demográfico activo"
